original_index,span,label
2959,@BTS_twt @NCTsmtown_127 @acdc @thebeatles @fleetwoodmac @BLACKPINK @superm BTS the korean,NONE
2960,What a bizarre military ritual. The Super Bowl. The anthem,NONE
2963,these percs don't work I got a different type of,NONE
2966,"Telugu raashtraallo JEE colleges granted ga theeskuntaay, andharu mundhe foundation",NONE
2969,They should rly be modifying a pre-existing engine to handle,NONE
2970,The Narcotics Eradication Team Kohat arrested 930 drug peddlers and,NONE
2974,Why I can't find the app in the play store?,NONE
2975,@RepSwalwell @RepTomRice Then remind him that because he and others,NONE
2976,Gone are the days when you could write whatever you,NONE
2977,in my mind it's x-exo.. there's no way lame exo,NONE
2979,"@BBCkatyaadler They can't put export controls on UK goods, that's",NONE
2980,@TenzingLamsang AND they're not being hypocritical faux nationalist prickly pears,NONE
2983,I'll tweeze the pricks out of a cactus before I,NONE
2985,how do i stop myself from willingly consuming triggering media,NONE
2986,Robotic Surgery is a minimally invasive surgery performed via very,NONE
2988,I had a walk today after literally not walking in,NONE
2994,The thing to remember is that a suspension overhaul sounds,NONE
2996,"if I didn't know Lou, this face would still stop",NONE
2997,Soon you'll learn all the best things on Othelle are,NONE
2999,Investing in yourself is the best investment you will ever,NONE
3000,Quite brilliant & interesting project at its early stage. Its,NONE
3002,You lot think we going to another universe or something?,NONE
3004,Some people swear by it. I tried ingesting it a,NONE
3005,moody painting to look at! nice!!,NONE
3006,@nextofficial Lost your clothing for previous days work over night,NONE
3007,The GP explains in the video I linked. I am,NONE
3008,"right, it's point that gets me. i think much that",NONE
3009,@BTS_twt @coldplay The world needed this,NONE
3011,It's quite weird hahaha. All the comments are like yes,NONE
3012,No just high cortisone because of the Lupus. 😘,NONE
3013,I wear a size sativa in pens 😌,NONE
3016,@GMB @ayeshahazarika @RuthDavidsonPC Do you ever stop to ask yourself,NONE
3018,It hits the whole community hard. The younger men's deaths,NONE
3019,@thehill This is not a vaccine since it neither prevents,NONE
3020,@skepticalzebra We are extending life but at a cost. My,NONE
3022,Ayyyyyy I downloaded it the other day and picked it,NONE
3026,A trunkle is approximately 3.8 babbles in the Canadian metric,NONE
3027,it is my solemn duty to kinkshame everyone,NONE
3028,@helenzille @user Because they get their data from twitter and,NONE
3029,"@marcorubio Being held accountable for your actions isn't vengeance, it's",NONE
3030,0micron is a cover for the failure of experimental gene,NONE
3031,The original Metroid is so moody in a way that,NONE
3032,@Technothepig A new baseball bat. Mine got filthy and full,NONE
3036,@MSNBC Their will be no coming together. Democrats honor the,NONE
3037,@CaesarsWindsor Looking forward to being able to cross the border,NONE
3041,What would be the point in even starting a conversation,NONE
3043,Lol that's rich. You've quite literally signed yourself on to,NONE
3044,"tu sabes que, my bf trauma dumping was exhausting, but",NONE
3047,TW // mentioned suicide attempt (is that the right tw,NONE
3051,dream keeps saying its gon na be a big month,NONE
3052,"edtwt! for apps like fitbit that calculate all calories, including",NONE
3056,The COVID-19 pandemic has created emotional distress within Michigan's educational,NONE
3058,I hate seeing backhanded references to suicide weaponized in social,NONE
3059,"I think I'd probably still be alive, at 34. I",NONE
3060,"Clerk sneered that a s34 disqualification should not be given,",NONE
3063,"Big numbers there! Good luck, hope you make it. Ideally,",NONE
3064,@TheDemocrats Deliver it then - you have control of the,NONE
3065,John Fury - 'Tyson was very badly injured going into,NONE
3067,"im new to anitwt and i need moots, a little",NONE
3070,I have never been with someone who hasn't either sexually,NONE
3073,I'm totally down for mushrooms under the moonlight 💫,NONE
3077,@hperalejo Ganda yan. Remove all the toxic eeste toxins pala,NONE
3078,"Oh, yeah. That's why he is inconsistent and slanders people",NONE
3079,@NVEnergy it keeps going on and off i want to,NONE
3080,@WTA Why is it ok for Emma or any other,NONE
3081,Urs was good but I'm talking about the controller one,NONE
3083,"1. Big Pharma has no reservations about dumping addictive, harmful,",NONE
3085,"fixing cracks is easy, just use some ramen!' but what",NONE
3089,"Going to have a big bottle of lucozade sport tomorrow,",NONE
3090,@BTS_twt @bts_bighit gris I choose Map Of The Soul:7 by,NONE
3091,"If I have a headache I take a painkiller, if",NONE
3096,"I already downloaded it but have','n't' chosen the tickets. Yes,",NONE
3099,I take cannabis medically so I'm' not trying to get,NONE
3100,Diagnosed people of recov twt. Was your diagnosis the one,NONE
3101,My company has refused to invest in ergonomics. Now I,NONE
3103,Kindnes is free. Sprinkle that stuff everywhere. GULF KANAWUT MISTINE双11xGulf,NONE
3106,@BTS_twt I got one with an extra gadget package. 25,NONE
3107,"Pretty sure if I had a gay, fem, dress wearing,",NONE
3108,@jilliancyork @user @glynmoody @Facebook I'm not sure what you think,NONE
3111,2:00pm and 3:00pm have wayyyyyyyyy different energy. 2 is like,NONE
3113,"Postthrombotic syndrome (presents as pain, swelling, venous ulcers) is 2/2",NONE
3116,@LivEchonews He's always been scum his family will stand by,NONE
3118,@MalcolmNance @user And do you think a couple dozen terrorists,NONE
3119,@AmazfitIndia my gts 2 mini has stopped functioning completely within,NONE
3122,"Sorry, not accurate. Didnt happen. You cant even cut off",NONE
3123,@moodyracingpgm get him to the Cox Plate. The treble is,NONE
3126,how has the prospect of getting no way home tickets,NONE
3130,Naw I was an addiction for 10 years droppingAcid 4,NONE
3131,"@CyrilRamaphosa Stand United against corruption, I got 1 payment from",NONE
3132,Phoenix will be a massive hit thirteen PHOENIX BY MORISSETTE,NONE
3136,@iamcardib Cerave products and hyaluronic acid for the dryness will,NONE
3137,"Hey, I know I can't do much for you but",NONE
3139,@Yahoo Treating women has second class citizens. Has got to,NONE
3143,Ever read a comment or a tweet and click the,NONE
3145,i want to look like that except i don't want,NONE
3146,Then this would beg the question... why boosters. If the,NONE
3148,"@sabina I love you so much, you are the best",NONE
3149,So residents are screaming for a scalp re: gun violence,NONE
3151,OMG. @user Best laugh for the last 2 years. Bless,NONE
3154,Trying to tackle After Last Season is a suicide mission.,NONE
3155,If my house wasn't so close to the neighbors! Someday,NONE
3156,i just need to know how this transpired bc she's,NONE
3161,@michaelmalice I think you should drop the term anarchy because,NONE
3165,diyar e dil is quite depressing in the first half,NONE
3167,@EssexPR @user @JamesMelville I'm' 19 and have suffered all my,NONE
3168,i can not word just how much i loathe the,NONE
3169,"Then knowing this, stop electing them. It is illegal to",NONE
3170,Yeah the type of poor mental health that a walk,NONE
3172,Thank you for the bday wishes I am severely mentally,NONE
3173,I don't I was much active in online discussions at,NONE
3174,"Yes because all the gun bans in the world wo','n't'",NONE
3179,Semantics. The married women of today are safer because the,NONE
3180,"If someone keeps saying mean and hurtful things, I'm' not",NONE
3182,I don't know what I'm supposed to be doing for,NONE
3187,People already started to act weird. 😫 Well what did,NONE
3192,about to take some nyquil againto knock out lmfao😭,NONE
3193,after seeing mutual's' tweet about her fan comic getting pinned,NONE
3194,What do the donuts they throw away have to do,NONE
3195,diminishing TCOs? There is a reason so many WoC fans,NONE
3196,"I'm' 18, quite young but I'm' starting to lose way.",NONE
3197,i am just so in awe??? i am between screaming,NONE
3198,@watsoncomedian But don't you hate it when people say the,NONE
3199,// that was supposed to be a heart.. twt exposed,NONE
3200,He wasnt moody thats for sure cause if nabila marah,NONE
3203,I'll' put my voice out there... Gamecocks will beat Clemsux,NONE
3206,depressing to be back at work after two weeks off.,NONE
3207,Manafort country? There used to be a street named after,NONE
3208,It's funny because I can pick out three maybe four,NONE
3209,"@megynkelly Look at you, trying to work your way back",NONE
3210,"@BDPeacock Hey, you know I'm a big fan of the",NONE
3212,Re-watching BTS performances on MTV unplugged now hoho BTSUnplugged BTSonMTV,NONE
3214,So when you gon na stop beating around the bush,NONE
3218,I COULD say I'm S+ in Splatoon or I could,NONE
3219,want sunday to come faster bcs i also wan na,NONE
3221,But what is more interesting is that these numbers indicate,NONE
3223,"Ignore em mate, people that can','''' t find it in",NONE
3224,There are no cannabis suicides. Each case you site has,NONE
3226,@DineshDSouza 🤔…slagging towards the quota?,NONE
3227,It's deplorable and depressing. The message sent by this verdict,NONE
3229,"— seemed, it was the first time he had been",NONE
3230,Ready for the panoramic to be behind us so I,NONE
3232,anxiety with accompanying panic disorder and depression,NONE
3234,Probably a stupid question but... why can't @NintendoAmerica @Walmart @user,NONE
3236,Drop me some depressing animes i need to watch please,NONE
3237,I'm an adoptee who survived a rare cancer with possible,NONE
3238,@BTS_twt TAEHYUNG OST IS COMING V OST IS COMING CA',NONE
3239,Been inactive recently Just know I'm' still on once in,NONE
3240,@kinsellawarren Far less damaging then to be caught in blackface,NONE
3241,"@BTS_twt Coz, at the end of the day the awards",NONE
3242,@MacFarlaneNews She did not pleas guilty to threatening a member,NONE
3243,Well love they do the same thing amongst themselves too,NONE
3246,@BronzeBomber Has The bronze blagger lost the will to live,NONE
3248,I just learned homewreckers can be prosecuted under Shariah law,NONE
3251,have you been eating wild mushrooms off a field? 🤣,NONE
3254,Ok pal. Let's debate. Tell me three players from today's,NONE
3257,the main girl in this keeps trauma dumping on the,NONE
3258,@madhukishwar I applied for color coded sticker for my car,NONE
3260,I thought maybe he would be at best average but,NONE
3261,Got mine out over the summer. I prepped a ton,NONE
3263,We can all feel depressed now and again but depression,NONE
3266,Does anyone else take their shoes off when driving to,NONE
3268,I normally use the pant leg trick but if it's,NONE
3270,Strange thing to say but I started becoming happier after,NONE
3271,"@marcorubio Ah, yes. The classic 'I'm too stupid and lazy",NONE
3272,having a bad day because some horrible humans are disavowing,NONE
3274,There's' no 19 on the list dear Claim your popeeness,NONE
3275,WARNING. Homebuyer gets email from conveyancer with bank details. Buyer,NONE
3277,I will share my struggles with depression and anxiety with,NONE
3279,The cop that 'suicided....?',NONE
3281,locals don't treat edtwt like a zoo challenge,NONE
3282,Let me mass murder that bussy,NONE
3283,I am SUFFERING from my need to trauma dump. Someone,NONE
3284,Thank you for playing @BTS_twt @coldplay MyUniverse ColdplayXBTS on @MostRequestLive,NONE
3286,I just feel like we should OPT out of day,NONE
3288,"Him being an idiot is, whatever. The number of ostensibly",NONE
3292,how can he have shoes and socks with matching design,NONE
3293,(5/5) I have to give major props to this film.,NONE
3294,"I'm not gon na bite you, baby. Relax a little",NONE
3295,everything mentioned above has also been pretty heavily affecting my,NONE
3297,Yassssss!! The best account!!! My favourite 💜 Welcome back!!,NONE
3298,Here's a gentle reminder that @user and I will not,NONE
3299,I still feel bad from getting yelled at by sea,NONE
3302,@VP We have to reapply?,NONE
3303,"@MattWalshBlog Wait what.... you mean the Black man, who benefited",NONE
3305,Thanks beautiful there great for ballbusting 🤣,NONE
3308,@KimIversenShow She is a grifter riding a wave of anti,NONE
3311,@mattswider I followed the advice from the link Matt sent,NONE
3312,I just woke up thinking about Iceland.Have you ever seen,NONE
3316,@adamlevitan What data are you using to back up the,NONE
3319,Yasss 👏 but still got ta get some sleep to,NONE
3320,The clothes they're wearing are from the BTS Themed Merch,NONE
3322,An ancient statue of a forgotten heroine. You try to,NONE
3326,I'm not depressed. Reality is depressing. Maybe I'll start overworking,NONE
3330,Trump's lawyers whined about the House Manager's introducing new (public,NONE
3334,Aww thanks so much!! I love Charmy and thw Chaotix,NONE
3335,@BTS_twt Have you been covered in bees recently? because you,NONE
3339,@NextRevFNC @LisaMarieBoothe We can't stop Democrats from cheating. SCOTUS told,NONE
3341,@SohrabAhmari And what were the guilty pleas and convictions for?,NONE
3342,@benwinston Thank you Ben! 🙏 we are so so so,NONE
3343,@NESN Sudden craving for stuffed mushrooms,NONE
3344,Today is my only day off from this past 80+,NONE
3346,@PlayHearthstone @user @user This is depressing,NONE
3347,"Yeah, this doesn't work for exactly this reason plus another",NONE
3349,i'm mentally somewhere tropical and want to physically be there,NONE
3350,@BTS_twt I guess he's' being quarantined? Same with Jimin and,NONE
3352,@travisbarker you really nailed these flavors on the BarkerWellness tinctures!,NONE
3353,Fell at the fitba today & seriously fecked my big,NONE
3354,i beat intechs 3 times i just didn't beat him,NONE
3355,"@heldavidson Suggesting all people's stories are important isn't true, some",NONE
3356,im from the serpents isles but i learned hemomancy from,NONE
3357,"Westwater Resources $ WWR, will hold a conference call to",NONE
3362,tbh I think growing up without a proper real life,NONE
3363,She's' not hiding despite massive disagreement with her position. Calling,NONE
3365,@casspernyovest Nah they will be scared to release now🤣cos they,NONE
3366,To this senator who lost his re-election stop your lies,NONE
3369,@sophieraworth Had mine on thurs in the afternoon. Woke up,NONE
3370,what would happen if you drop a mento in a,NONE
3372,missing the times where people would bother me in my,NONE
3373,My therapist diagnosed me with Adhd and prescribed me meds,NONE
3374,"Imagine if this 'trial','''' was actually bipartisan. Imagine if Senators",NONE
3375,I had to go do somethin n when i came,NONE
3376,"@20thcenturymarc A brand thing, eh?",NONE
3377,"@Aaroncheruiyot You are creating an issue where there is none,",NONE
3382,ducking on the thotty,NONE
3383,"Transportation, even better safety, cheaper, more effective, easier to apply",NONE
3384,was reminded today is the 5th anniversary of my ex-husband,NONE
3385,Where does the template come from that everything should be,NONE
3388,the good old days when i was severely depressed,NONE
3392,@MarinaDiamandis Thank u for this! Turning 24 this year feel,NONE
3393,I feel like a weirdo paying such close attention to,NONE
3394,@TonyKhan @darrenrovell @AEW I wish my boss was half as,NONE
3395,not knowing i was gay for most of my life,NONE
3399,The idea that Ruby and Penny are in love with,NONE
3400,@BTS_twt Goreng sedap ori I VoteDynamite (@BTS_twt ) as my,NONE
3401,No. Just no. You are only apologising because you got,NONE
3402,"I listened to a podcast once, probably This American Life",NONE
3403,"@RachelNotley My point still remains, why ask the question now",NONE
3404,"Not exactly considering the notion of christian freedom, and we",NONE
3408,@VIZIO @dts @VIZIO @dts @user Need a movie soundtrack for,NONE
3409,"Every evidence, circumstancial evidence, bruises on body proves that Sushant",NONE
3410,is this hui? pls stay strong and if you need,NONE
3412,to the people I annoy by putting a warning I'm,NONE
3417,"Dr. Deanna Burgess says, 'we are getting more people on",NONE
3418,"I played either CE or 3 on a friends PC,",NONE
3420,@OnAirRomeo @MostRequestLive @coldplay @BTS_twt Hello @OnAirRomeo @MostRequestLive I would love,NONE
3422,WOW.. South Carolina with the Fake Punt.. down to the,NONE
3423,"Twitter has decided to commit suicide, as did the New",NONE
3424,We have noticed that they have removed the images of,NONE
3425,reality is much more boring (& depressing) than imaginations,NONE
3427,So is it like important to have a pinned tweet,NONE
3428,hello teumes! I have extra chamsims on idolchamp so I,NONE
3429,I don't understand the blame also. On the videos he,NONE
3430,Were the refs cheating? or did they have inherent bias,NONE
3431,@ChrisCillizza Because the Democrats lied and fraudulently fabricated evidence as,NONE
3432,GuiltyGOP? Guilty of what? The democrats are guilty of riots,NONE
3433,What straightforward data? I haven't seen any data that remotely,NONE
3440,"@BTS_twt he is the sweetest, most beautiful man. I just",NONE
3441,@TomiLahren Good for you. I'm assuming you meant physically sick,NONE
3442,"I agree, I have to go in to work and",NONE
3446,It's good it's just more focused on the present day,NONE
3448,@CassandraRules @DanCrenshawTX I mean this is real dumb. She's not,NONE
3449,"Oh my days, and just like that, it's all over.",NONE
3451,"started my meds again, speaking with a psychologist, drinking more",NONE
3452,You have been operating for so long at an elevated,NONE
3457,I sometimes even manage to request a forgotten password on,NONE
3458,Fursuiters be like 'owo would you hug this??' with a,NONE
3461,Our T-Smart Hot Water Cylinder Thermostat allows you to effortlessly,NONE
3462,i was just on a p0rn account and they retweeted,NONE
3463,"Bell Let's Talk Day can be frustrating, disappointing, or triggering",NONE
3464,"I would love a live action Etrigan film. Magic, hell,",NONE
3465,@RepSpeier I'll play the kindergarten game.... Sticks and Stones may,NONE
3468,I get really sad and stressed about how anxious my,NONE
3471,"For me, I don't know mayor apart from all the",NONE
3474,It's day 341 (?) of this pandemic and i still,NONE
3477,210.I am also proud and elated Hon. Speaker to report,NONE
3480,happy new years eve!! im so glad i joined zeldatwt,NONE
3481,"Some may think sticking to our release date is irresponsible,",NONE
3484,"Unfortunately, 'critical thinking as we're taught to do it' has",NONE
3485,@PeoplesMomentum It's part of momentums t & c's when you,NONE
3486,Had the same problem. Then made a rule. See-Pa-Th-In. i.e.,NONE
3487,Sometimes I am the most moody person ever.,NONE
3488,fb and rt/like pinned thankyou < 3,NONE
3489,@BTS_twt 1 ] In 1952 many people died because of,NONE
3490,I have officially made myself too anxious and stressed to,NONE
3491,now I'm a few eps behind (currently mid-smashed * snigger,NONE
3493,🤦\u200d♂️ Awful attitude. The wanker even raises money for charity,NONE
3494,From one of the links I posted,NONE
3495,I said I think it's that time of the month,NONE
3497,I would say He's emotionally and physically abused this country,NONE
3498,@mrandrewdickson But it is' n't' just about winning for the,NONE
3499,"I really do feel like they need actual help, because",NONE
3500,"🇺🇸🇺🇸🇺🇸 Prosecutors always 'overcharge','''' so they can get people who",NONE
3501,@glynmoody When it's got 'Johnson favoured a more targeted approach',NONE
3502,@AdamAizer @JameyEisenberg @daverichard @heathcummingssr fantasy cops - you talked about,NONE
3503,I was more referring to joong being all moody but,NONE
3505,"And if you really want to get into moody mysteries,",NONE
3506,@chrislhayes @Timodc @RexChapman The interesting thing is impeachment wasn't meant,NONE
3507,@CBSThisMorning @GayleKing She so sorry but don't mind slandering the,NONE
3510,I think u should be able to choose if you,NONE
3512,"STATION 11 x THE LOCALS When Nick and Dave, two",NONE
3513,"2/ This is 100 % for real, please DM me",NONE
3515,come mek mi sponsor unu some body butter and sugar,NONE
3517,Pizza party for moody,NONE
3519,Page 8 Our fleet is looking to get in at,NONE
3521,"Good, think of all that booty trash he no longer",NONE
3522,"4. It did not in the past, for sub-nuclear reasons",NONE
3525,"@washingtonpost Neither could the burning of buildings and bizs, the",NONE
3529,"Super tamad ako today. Haysss!! Anyway, I have to be",NONE
3530,@YouTubeGaming @user Hey @user You keep disabling my comments section,NONE
3531,@YoniFreedhoff Thank you! Mental health support is desperately needed and,NONE
3532,I'm drained mentally physically and emotionally 😩,NONE
3533,@BetoORourke You believe in mandating vaccinations and masks? Why stop,NONE
3535,"I'm' in this tweet and I don't like it, that",NONE
3536,"If you're spending Valentines day alone, watch @user stream cause",NONE
3537,"Everybody in Catholic School learned about the cardinal sins. But,",NONE
3538,Yeah. I feel that. I do slotting/inventory control at a,NONE
3539,"Here is a PSA: I'm broken really bad mentally, physically,",NONE
3540,"ah well, it's kind of a guilty pleasure for me.",NONE
3542,@RulesReps @GOPLeader @HouseDemocrats @michaelcburgess @RepAshleyHinson Are you going to wait,NONE
3544,@nfbrennan @user @JohnFetterman HEY DEMS STOP PUNCHING YOURSELF * punches,NONE
3547,Journalist Samantha reports on a string of deaths being written,NONE
3548,"She decided that no, covering her ass was more important,",NONE
3549,@CanadianPM @JustinTrudeau And on Thursday he spent the day on,NONE
3550,Most of us see one flow of time but Sara,NONE
3552,"@ginacarano You are a mighty heroine, Gina! I stand by",NONE
3554,"I've been lurking on EDtwt for some time now, and",NONE
3555,faggle is the funniest thing ever to me,NONE
3557,All these people who slagged lingard to high heaven suddenly,NONE
3558,"By just removing 0,1 from 1 we eliminate over 10",NONE
3559,It sucks. My anxiety is thru the roof.,NONE
3560,"If there is one thing I dislike about Arteta, it",NONE
3562,edtwt do you exercise during low res? i used to,NONE
3564,"Hell yee, found the homescreen somewhere on twt but I",NONE
3565,You know sometimes during Love or Hosts I have to,NONE
3567,Journalists put their lives in danger to cover the coup,NONE
3571,I try to say that. But my mom always gets,NONE
3572,@YvetteCaster Talk about mental health to a doctor not a,NONE
3573,@smerconish @CNN Her total hysterical breakdown post shooting on the,NONE
3574,"pretty good in small quantities, overhated imo.",NONE
3575,Maybe we didn't hate female characters as kids because we,NONE
3576,Beat Mass Effect 2! That suicide mission is sooooo cool.,NONE
3577,Sana'' y mawari' this lyrics part envade my mind the,NONE
3579,Can a fighter be at their true peak on fight,NONE
3582,"Really, really disappointed to see Stella Creasy signing that moronic",NONE
3583,"Yeah, either ppl will learn or realise they're out of",NONE
3584,I've had the same procedure. You'll be fine. The NHS,NONE
3585,@WarrenDavidson Wearing a mask is freedom of choice. Shirt and,NONE
3588,"Dear men, please don't tell me to come to your",NONE
3589,"See, this is why I picked like 2 arcs a",NONE
3591,I know 😭😭😭😭😭 it's the album that gave us the,NONE
3592,"@joncoopertweets Thats what McConnell is counting on, thats why he",NONE
3594,One guy introduced me and said it's a job vacancy,NONE
3595,Any chance at all of quantities on this Bríd? They,NONE
3596,I told myself no unnecessary shopping this year & I,NONE
3600,I know the story of King Arthur very well... Maybe,NONE
3603,(2) Just to drop the pet back off at the,NONE
3604,gn to the people that know starships in just dance,NONE
3605,ive used googl lens to identify bugs twice and they,NONE
3607,All I think of is Alfred Hitchcocks The Birds.,NONE
3608,thank you 💀 too many ppl are saying she's projecting,NONE
3611,@ewarren Why stop there? Minimum wage should be $ 100K,NONE
3612,Kind of depressed after watching nu DUNE. Going to look,NONE
3615,Teh totally mess and tired physically but emotionally rin nakakapagod,NONE
3616,"Because it acknowledges church teaching and sin, while also acknowledging",NONE
3617,"@OANN It wo','n't' stop if the Democrats get away with",NONE
3618,Well said because that is the biggest deflector this government,NONE
3619,I really was about to go back into a depressive,NONE
3620,5/ Disadvantages: ❌ No control over maintenance and management ❌,NONE
3621,@CaulfieldTim @jonathanstea @crackedscience @tarahaelle @DeNovo_Fatima @DrLindaMD @picardonhealth @StanKutcher @DocMCohen @AntibioticDoc,NONE
3622,8⃣Leverage the power of inspections to document abuses & neglect,NONE
3623,real love is part of the soundtrack of AlwaysAndForever a,NONE
3624,Most likely a twitter glitch but try just clicking the,NONE
3626,"Tae heart sank as he heard Jungkook's answer. His voice,",NONE
3629,"As someone who suffers from anxiety and depression, know although",NONE
3630,"Tough loss for Denver, but at least with Bridgewater and",NONE
3632,Can't believe that's a real show. Just depressing beyond belief,NONE
3635,Anytime I see dads doing the absolute bare minimum for,NONE
3637,"Stress Depression Capital of the world is INDIA, More Than",NONE
3639,"Nah, what you are thinking of is the bending forward.",NONE
3641,just got hatecrimed on netflix,NONE
3642,It's not your fault. I'm' a demon so sometimes i,NONE
3644,@BTS_twt Y'all crashed the app 🚶\u200d♂️,NONE
3646,"He',''ll' be in team. Tuchel tried signing him for PSG",NONE
3647,techno better drop some crumbs or i'll' give in to,NONE
3648,@BTS_twt We need a✨ full outfit check ✨ 😏🤌,NONE
3650,Put myself thru the punishment of watching the 4th qtr,NONE
3651,Am in the part where it telling me to pick,NONE
3654,Omg I've heard of that but I'm too scared to,NONE
3656,yaaassss!!! 👏🏾👏🏾👏🏾 we love to see it,NONE
3657,I'm so Legoshi that it physically hurts.,NONE
3659,"My crummy health. Already have P.A.D., Deep veins thrombosis, ❤",NONE
3665,"I pray for healness, healthiness, and faith to those suffering",NONE
3667,Can second that it's incredibly convenient. I also put my,NONE
3669,The system as it currently stands has built more protections,NONE
3670,hello medtech friends!! 🥺 may ma susuggest ba kayong procedure,NONE
3672,isn't it funny the amount of people in the public,NONE
3674,(again) Hype my pinned and drop yours here.,NONE
3677,I appreciate my primary care doctor. Today it was because,NONE
3678,"TW // mentions of self harm and suicide Yeah, I",NONE
3679,"Just finished season 2 of TheMorningShow well well well, quite",NONE
3681,@atahasnain53 She's' a goodwill ambassador but can't get over her,NONE
3682,Happy Saturday @user Please play ButterRemix ft. @theestallion on MostRequestedLive!,NONE
3686,vyvanse is a curse i refuse to live without,NONE
3688,WHERE IS THE HALLOWEEN IM BEGGING @pledis_17 @BTS_twt IM UNSTANNING,NONE
3689,never tell ppl w/ anxiety or depression to stop overthinking,NONE
3690,"If you don't know she was offended by this, then",NONE
3691,Im so bad at everything twt related so any help,NONE
3692,No. I have always wondered why someone would be so,NONE
3693,Not to mention that the official guidance does not specify,NONE
3694,@barandbench Arnab did not do anything.Sameee Wankhede did not do,NONE
3698,ednos is the worst thing that i has ever happened,NONE
3699,"@jemelehill Yep, its like 2 billion in damage atleast 25",NONE
3701,I get people are angsty and eager to get back,NONE
3702,Going outside with a couple is mentally and physically exhausting.,NONE
3705,"@GovMikeHuckabee Now really, sure you don't want to back track",NONE
3706,"It's so confusing. Feeling insecure, but is my insecurity inherently",NONE
3707,Why don't you provide explanations and data. you are only,NONE
3709,I don't even do it but I don't get people,NONE
3710,"alright pinned comment is done, go check it! if you",NONE
3711,When a woman is fed up she leaves mentally first,NONE
3715,Does anyone have symptoms of what I call a 'Seroquel,NONE
3716,"Opposition brings concord. Out of discord comes the fairest harmony.',''''",NONE
3717,@richardzussman We would be much better off taking the first,NONE
3719,yes i agree but people are quick to forget that,NONE
3720,Now you want punishment for yourself for the crime committed,NONE
3721,"How devastating has the impact of the pandemic been? Well,",NONE
3722,hate how anxious being at my lw makes me: (but,NONE
3727,Surgeons manage during 10 hour surgeries. It's been proven again,NONE
3730,@Ed_Miliband I won't hold my breath waiting for New New,NONE
3732,"@RealKyleMorris OH no!! Is Joe on twitter at 2am, mean",NONE
3733,"Oh yeah undeniably, but I guess we're all just desperate",NONE
3736,One minute unu wah people say how they feel the,NONE
3739,It's meant to be androgynous Marlene Dietrich. Her birthday was,NONE
3740,thinking about the time my bf gave his cousin one,NONE
3741,At my amala place and the lady who sells water,NONE
3743,@NBCNews TIL that there are organic-focused prisons. Do they also,NONE
3748,"@POTUS Nordic countries, not at the top, high rates of",NONE
3749,"Sometimes I read through the thirsty, slutty comments on irl",NONE
3751,"Was depressed for half the day, and put off my",NONE
3752,well. i don't get any more of the medication we,NONE
3753,@RealCandaceO Define 'gun down' if you will. Mass shooting where,NONE
3754,@saletan @biannagolodryga @MaxBoot Our most beloved grocery chain @user has,NONE
3755,They're insufferable. We always want to scream but it's never,NONE
3758,"That's' not how drugs work, at all, it's like saying",NONE
3762,"@MDaware Headache x 23d, suddenly spiking to 8/10, intractable with",NONE
3764,"@mjrowland68 @thebeatles I don't have Disney plus, will wait to",NONE
3765,"@BTS_twt DTS is back soon, stay tuned ☃️❄️🐤🐥",NONE
3766,It's absolutely triggering the veracity in which these ppl will,NONE
3769,We need to stop looking at cases as a measure,NONE
3770,It's that time of the month again and I don't,NONE
3771,"To all who plan to have a presidential debate, pls",NONE
3772,"Elliott-chan, when I debut can I be a part of",NONE
3774,"I know it's a shade, but like other ‘ PoC",NONE
3778,honestly after finishing the glass i'm actually bumping the moscato,NONE
3781,"He was too vague, got ta ask for the sale",NONE
3783,Yeah I never realized how bad the meat section of,NONE
3784,New DnD Character concept: A Mastermind Rogue that can bonus,NONE
3785,Please be advised: the descendants of these specimens walk amongst,NONE
3788,wow playing radiohead on a humid tuesday afternoon is really,NONE
3790,When you sit down to practice piano for 15min and,NONE
3791,I'm in the process of sorting out another giveaway. The,NONE
3793,You're literally advocating for guilty until proven innocent. There's a,NONE
3795,CONTROVERCIAL TAKE 8: Anime is less spiritually harmful than fooling,NONE
3796,I remember at the beginning of covid you could still,NONE
3797,@getFANDOM I had to scroll down depressingly far to find,NONE
3800,I've been conditioned to keep my guard up around non-mspecs,NONE
3801,What we need is a way of identifying what channels,NONE
3802,It's really odd how different I act towards people I,NONE
3803,My friends and I are watching the newer Aladdin for,NONE
3804,We'll see if you feel the same when more info,NONE
3805,making some diy tunnels for my rabbit and having to,NONE
3806,5. Unable to work! I am sort of being listened,NONE
3807,Ik exactly! I'm' glad it's triggering them:) the truth hurts,NONE
3809,hello friends! does anyone know how can i properly help,NONE
3811,"artemis and i back home, the vet prescribed some medicine",NONE
3812,"Ugh, so dark and depressing.",NONE
3819,There are too many major plot lines in FFXIV where,NONE
3821,Yesterday I was just wondering why Baekhyun is being so,NONE
3829,"Yeah Its just my hypothyroidism being silly, I got ta",NONE
3830,"@Navimumpolice Sir, The fines for police and fine for normal",NONE
3831,feartwd just watched an episode with rufus's' death and the,NONE
3832,New meds acquired. Emo Alex is quaking. Oh and also,NONE
3835,"guy who stops eating eggs, going outside and drinking coffee",NONE
3836,I might have to drink this whole bottle of pepto,NONE
3841,Congrats @BTS_twt ARMY 💥 Fastest Songs by Korean Act to,NONE
3842,with he deserved to be spirited of his emotions; it,NONE
